"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","gender","edu","argument_ID","Arg_Position","Arguments","stanely_V","stanley_Nv","intellectual_v_1","intellectual_v_2","intellectual_v_3","intellectual_Nv_1","intellectual_Nv_2","intellectual_Nv_3","morality_v_1","morality_v_2","morality_v_3","morality_Nv_1","morality_Nv_2","morality_Nv_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
13,1647024470867,"11/03/2022 18:47:50",6024807,2,10,"Strongly Agree","statements",99,"A few times a year","Most months","Female","Doctorate (PhD)",3,"vegan","Meat may contain hormones that increase the risk of developing cancer","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1191,400,"For","ANTI",0,1,1,0,0,1,1
18,1647024494530,"11/03/2022 18:48:14",6024807,2,15,"Strongly Agree","statements",91,"Once or twice a year","A few times a year","Male","Vocational Training / Apprenticeship",3,"vegan","Save the planet and help the environment","Agree",NA,"Strongly Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1143,400,"For","ANTI",0,1,1,0,0,1,1
19,1647024498157,"11/03/2022 18:48:18",6024807,2,16,"Strongly Agree","statements",98,"A few times a year","A few times a year","Female","Undergraduate degree (BSc, BA)",3,"vegan","because of the environment, because the secretions contribute to 
global warming and we must not creat animals just to eat, only to live in peace","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1185,400,"For","ANTI",0,1,1,0,0,1,1
21,1647024503727,"11/03/2022 18:48:23",6024807,2,18,"Strongly Agree","statements",98,"A few times a year","A few times a year","Female","Undergraduate degree (BSc, BA)",1,"vegan","to not kill animals because they don't deserv to die just to be eaten ","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1183,400,"For","ANTI",0,1,1,0,0,1,1
23,1647024507419,"11/03/2022 18:48:27",6024807,2,20,"Neither Agree nor Disagree","statements",93,"Never","Rarely","Male","Vocational Training / Apprenticeship",2,"vegan","Changing thier diet ","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",4,1154,400,"For","ANTI",0,1,1,0,0,0,0
24,1647024509059,"11/03/2022 18:48:29",6024807,2,21,"Strongly Agree","statements",96,"A few times a year","Most months","Male","GCSEs,Vocational Training / Apprenticeship,A levels",1,"vegan","The vegan food is tasty and healthy","Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,1171,400,"For","ANTI",0,1,1,0,0,1,1
27,1647024513385,"11/03/2022 18:48:33",6024807,2,24,"Strongly Agree","statements",95,"Rarely","Once or twice a year","Male","Undergraduate degree (BSc, BA)",1,"vegan","Against animal cruelty","Neither Agree nor Disagree",NA,"Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",7,1165,400,"For","ANTI",0,1,1,0,0,1,1
31,1647024523976,"11/03/2022 18:48:43",6024807,2,28,"Strongly Agree","statements",94,"Once or twice a year","A few times a year","Male","Undergraduate degree (BSc, BA)",3,"vegan","Maybe that being vegan helps in the way that you can produce your own food and you don't need the big industries","Somewhat Agree",NA,"Strongly Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Pro",7,1161,400,"For","ANTI",0,1,1,0,0,1,1
32,1647024525307,"11/03/2022 18:48:45",6024807,2,29,"Strongly Agree","statements",94,"Once or twice a year","A few times a year","Male","Undergraduate degree (BSc, BA)",2,"vegan","Being vegan helps in having a healthier way of living","Somewhat Agree",NA,"Strongly Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Pro",7,1160,400,"For","ANTI",0,1,1,0,0,1,1
33,1647024526301,"11/03/2022 18:48:46",6024807,2,30,"Strongly Agree","statements",91,"Once or twice a year","A few times a year","Male","Vocational Training / Apprenticeship",2,"vegan","Have a healthy life style","Agree",NA,"Strongly Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1142,400,"For","ANTI",0,1,1,0,0,1,1
34,1647024528552,"11/03/2022 18:48:48",6024807,2,31,"Strongly Agree","statements",93,"Never","Rarely","Male","Vocational Training / Apprenticeship",3,"vegan","Doing for a partner or loved one because you both agreed to take on a new challenge to not eat meat.","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,1155,400,"For","ANTI",0,1,1,0,0,1,1
36,1647024532277,"11/03/2022 18:48:52",6024807,2,33,"Strongly Agree","statements",98,"A few times a year","A few times a year","Female","Undergraduate degree (BSc, BA)",2,"vegan","to eat better, because eating vegetable is better than eating animals","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1184,400,"For","ANTI",0,1,1,0,0,1,1
39,1647024537589,"11/03/2022 18:48:57",6024807,2,36,"Strongly Agree","statements",97,"Rarely","Once or twice a year","Male","GCSEs",1,"vegan","I do not want to hurt animals, nor consume products that are made by causing discomfort to animals.","Somewhat Agree",NA,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1177,400,"For","ANTI",0,1,1,0,0,1,1
40,1647024539032,"11/03/2022 18:48:59",6024807,2,37,"Strongly Agree","statements",91,"Once or twice a year","A few times a year","Male","Vocational Training / Apprenticeship",1,"vegan","To take care of the animals","Agree",NA,"Strongly Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1141,400,"For","ANTI",0,1,1,0,0,1,1
42,1647024570499,"11/03/2022 18:49:30",6024807,2,39,"Disagree","statements",97,"Rarely","Once or twice a year","Male","GCSEs",3,"vegan","I'm really hard-pressed to provide a third reason. Maybe some kind of religious reason.","Somewhat Agree",NA,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",2,1179,400,"For","ANTI",0,1,1,0,0,0,0
44,1647024580169,"11/03/2022 18:49:40",6024807,2,41,"Neither Agree nor Disagree","statements",100,"Rarely","Most months","Male","No formal qualifications",3,"vegan","It is trendy and I want to try it","Neither Agree nor Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",4,1197,400,"For","ANTI",0,1,1,0,0,0,0
50,1647024614857,"11/03/2022 18:50:14",6024807,2,47,"Strongly Agree","statements",94,"Once or twice a year","A few times a year","Male","Undergraduate degree (BSc, BA)",1,"vegan","The first one I think should be that being vegan helps in not killing animals","Somewhat Agree",NA,"Strongly Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Pro",7,1159,400,"For","ANTI",0,1,1,0,0,1,1
51,1647024616319,"11/03/2022 18:50:16",6024807,2,48,"Strongly Agree","statements",92,"Rarely","Rarely","Male","A levels",2,"vegan","You can't stand by and watch animals get hurt.","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1148,400,"For","ANTI",0,1,1,0,0,1,1
53,1647024619782,"11/03/2022 18:50:19",6024807,2,50,"Strongly Agree","statements",95,"Rarely","Once or twice a year","Male","Undergraduate degree (BSc, BA)",2,"vegan","It's good for the planet.","Neither Agree nor Disagree",NA,"Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",7,1166,400,"For","ANTI",0,1,1,0,0,1,1
54,1647024637577,"11/03/2022 18:50:37",6024807,2,51,"Strongly Agree","statements",99,"A few times a year","Most months","Female","Doctorate (PhD)",1,"vegan","To obtain the meat the animals suffer","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1189,400,"For","ANTI",0,1,1,0,0,1,1
55,1647024642094,"11/03/2022 18:50:42",6024807,2,52,"Strongly Agree","statements",96,"A few times a year","Most months","Male","GCSEs,Vocational Training / Apprenticeship,A levels",3,"vegan","It helps to maintain your diet and well-being","Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,1173,400,"For","ANTI",0,1,1,0,0,1,1
56,1647024683299,"11/03/2022 18:51:23",6024807,2,53,"Strongly Agree","statements",93,"Never","Rarely","Male","Vocational Training / Apprenticeship",1,"vegan","Protecting all animals from animal cruelty","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,1153,400,"For","ANTI",0,1,1,0,0,1,1
58,1647024703151,"11/03/2022 18:51:43",6024807,2,55,"Agree","statements",92,"Rarely","Rarely","Male","A levels",1,"vegan","I don't  like meat.","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,1147,400,"For","ANTI",0,1,1,0,0,1,1
61,1647024799057,"11/03/2022 18:53:19",6024807,2,58,"Strongly Agree","statements",95,"Rarely","Once or twice a year","Male","Undergraduate degree (BSc, BA)",3,"vegan","Morally the right thing to do, to be vegan.","Neither Agree nor Disagree",NA,"Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",7,1167,400,"For","ANTI",0,1,1,0,0,1,1
64,1647024805411,"11/03/2022 18:53:25",6024807,2,61,"Agree","statements",92,"Rarely","Rarely","Male","A levels",3,"vegan","They have health problems that do not allow them to eat meat.","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,1149,400,"For","ANTI",0,1,1,0,0,1,1
65,1647024874410,"11/03/2022 18:54:34",6024807,2,62,"Strongly Agree","statements",100,"Rarely","Most months","Male","No formal qualifications",1,"vegan","Desire to save animals from death and mistreatment","Neither Agree nor Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,1195,400,"For","ANTI",0,1,1,0,0,1,1
7,1647017742684,"11/03/2022 16:55:42",6023543,7,5,"Strongly Agree","statements",3,"A few times a year","A few times a year","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","I eat meat because it is the easiest way to get protein in my diet.",NA,"Strongly Agree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,17,101,"Against","PRO",1,0,1,0,0,1,1
8,1647017745645,"11/03/2022 16:55:45",6023543,7,6,"Strongly Agree","statements",4,"Once or twice a year","Most weeks","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","Is not the same taste as meat and dairy",NA,"Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Agree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",7,22,101,"Against","PRO",1,0,1,0,0,1,1
9,1647017749561,"11/03/2022 16:55:49",6023543,7,7,"Strongly Disagree","statements",4,"Once or twice a year","Most weeks","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","I don't care or not believe in global warming ",NA,"Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Agree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",1,23,101,"Against","PRO",1,0,1,0,0,0,0
14,1647017778943,"11/03/2022 16:56:18",6023543,7,12,"Somewhat Disagree","statements",7,"Rarely","Most months","Female","No formal qualifications",6,"Non_vegan","Not eating meat and animal products will lead to vitamin and iron deficiencies.",NA,"Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",3,42,101,"Against","PRO",1,0,1,0,0,0,0
15,1647017781314,"11/03/2022 16:56:21",6023543,7,13,"Strongly Agree","statements",2,"Rarely","A few times a year","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","I like meat too much",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Strongly Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",7,10,101,"Against","PRO",1,0,1,0,0,1,1
17,1647017788022,"11/03/2022 16:56:28",6023543,7,15,"Somewhat Disagree","statements",7,"Rarely","Most months","Female","No formal qualifications",5,"Non_vegan","It can be difficult and expensive.",NA,"Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",3,41,101,"Against","PRO",1,0,1,0,0,0,0
19,1647017796005,"11/03/2022 16:56:36",6023543,7,17,"Strongly Disagree","statements",1,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","I think going vegan is too expensive",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Disagree","Agree","Strongly Agree",NA,NA,NA,"Strongly Agree","Agree","Agree","Anti",1,6,101,"Against","PRO",1,0,1,0,0,0,0
20,1647017797520,"11/03/2022 16:56:37",6023543,7,18,"Strongly Agree","statements",1,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","I love meat too much. ",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Disagree","Agree","Strongly Agree",NA,NA,NA,"Strongly Agree","Agree","Agree","Anti",7,4,101,"Against","PRO",1,0,1,0,0,1,1
21,1647017800027,"11/03/2022 16:56:40",6023543,7,19,"Strongly Disagree","statements",6,"Rarely","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",4,"Non_vegan","their family is not vegan",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",1,34,101,"Against","PRO",1,0,1,0,0,0,0
23,1647017807456,"11/03/2022 16:56:47",6023543,7,21,"Agree","statements",9,"Most weeks","Most days","Male","Postgraduate degree (MSc, MA, MPhil)",4,"Non_vegan","You need protein from meat",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Agree","Neither Agree nor Disagree","Disagree","Anti",6,52,101,"Against","PRO",1,0,1,0,0,1,1
24,1647017811473,"11/03/2022 16:56:51",6023543,7,22,"Somewhat Agree","statements",5,"A few times a year","Most months","Female","Postgraduate degree (MSc, MA, MPhil)",4,"Non_vegan","Meat give my a lot of strenght ",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",5,28,101,"Against","PRO",1,0,1,0,0,0,1
28,1647017841389,"11/03/2022 16:57:21",6023543,7,26,"Somewhat Agree","statements",2,"Rarely","A few times a year","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","I am like a lion, you cannot deny me my protein",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Strongly Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",5,12,101,"Against","PRO",1,0,1,0,0,0,1
29,1647017845865,"11/03/2022 16:57:25",6023543,7,27,"Strongly Disagree","statements",7,"Rarely","Most months","Female","No formal qualifications",4,"Non_vegan","One vegan won't make a difference in the big picture, so why bother.",NA,"Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",1,40,101,"Against","PRO",1,0,1,0,0,0,0
33,1647017863764,"11/03/2022 16:57:43",6023543,7,31,"Strongly Agree","statements",5,"A few times a year","Most months","Female","Postgraduate degree (MSc, MA, MPhil)",6,"Non_vegan","Meals which contains meat tast better",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,30,101,"Against","PRO",1,0,1,0,0,1,1
35,1647017878717,"11/03/2022 16:57:58",6023543,7,33,"Strongly Disagree","statements",2,"Rarely","A few times a year","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","Animals were put on earth for us to eat",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Strongly Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",1,11,101,"Against","PRO",1,0,1,0,0,0,0
36,1647017897926,"11/03/2022 16:58:17",6023543,7,34,"Agree","statements",10," it is a privileged lifestyle.","Most weeks","22","",4,"Non_vegan","Humans are omnivores and need meat in order to be healthy.",NA,"Strongly Disagree",NA,NA,NA,"Disagree","Agree","Strongly Agree",NA,NA,NA,"Agree","Agree","Agree","Anti",6,58,101,"Against","PRO",1,0,1,0,0,1,1
37,1647017902845,"11/03/2022 16:58:22",6023543,7,35,"Agree","statements",6,"Rarely","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",6,"Non_vegan","I don't see any harm in eating animal produts (in terms of their health)",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",6,36,101,"Against","PRO",1,0,1,0,0,1,1
38,1647017913508,"11/03/2022 16:58:33",6023543,7,36,"Strongly Agree","statements",8,"Most weeks","A few times a year","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","not wanting to give up to cheese and meat",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",7,48,101,"Against","PRO",1,0,1,0,0,1,1
40,1647017922500,"11/03/2022 16:58:42",6023543,7,38,"Disagree","statements",9,"Most weeks","Most days","Male","Postgraduate degree (MSc, MA, MPhil)",5,"Non_vegan","It is really hard to have a social life with so many restrictions ",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Agree","Neither Agree nor Disagree","Disagree","Anti",2,53,101,"Against","PRO",1,0,1,0,0,0,0
43,1647017939190,"11/03/2022 16:58:59",6023543,7,41,"Agree","statements",5,"A few times a year","Most months","Female","Postgraduate degree (MSc, MA, MPhil)",5,"Non_vegan","people have always eaten meat. I don't see the point of elimination of meat",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",6,29,101,"Against","PRO",1,0,1,0,0,1,1
