"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","stanely_L","stanley_R","intellectual_R_1","intellectual_R_2","intellectual_R_3","intellectual_L_1","intellectual_L_2","intellectual_L_3","morality_R_1","morality_R_2","morality_R_3","morality_L_1","morality_L_2","morality_L_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
40,1651572321541,"03/05/2022 10:05:21",6396668,4,38,"Somewhat Agree","statements",26,"Rarely","Rarely",58,"Female","GCSEs",4,"Remain","I do the low paid jobs the English won't do","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree",NA,NA,NA,"Anti",5,154,30,"Against","PRO",1,0,1,0,0,0,1
41,1651572323801,"03/05/2022 10:05:23",6396668,4,39,"Strongly Agree","statements",23,"Rarely","Never",50,"Female","Undergraduate degree (BSc, BA)",5,"Remain","Access to the single market","Neither Agree nor Disagree",NA,"Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,137,30,"Against","PRO",1,0,1,0,0,1,1
43,1651572331232,"03/05/2022 10:05:31",6396668,4,41,"Strongly Agree","statements",24,"A few times a year","Rarely",31,"Female","GCSEs,A levels",5,"Remain","Financial stability being with the EU","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",7,143,30,"Against","PRO",1,0,1,0,0,1,1
44,1651572332963,"03/05/2022 10:05:32",6396668,4,42,"Strongly Agree","statements",26,"Rarely","Rarely",58,"Female","GCSEs",6,"Remain","Better to be part of Europe as safety in numbers","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree",NA,NA,NA,"Anti",7,156,30,"Against","PRO",1,0,1,0,0,1,1
50,1651572350140,"03/05/2022 10:05:50",6396668,4,48,"Strongly Agree","statements",27,"Rarely","Most weeks",27,"Female","A levels",6,"Remain","People might not know the risks","Somewhat Agree",NA,"Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",7,162,30,"Against","PRO",1,0,1,0,0,1,1
51,1651572353177,"03/05/2022 10:05:53",6396668,4,49,"Strongly Agree","statements",30,"Rarely","Rarely",57,"Female","Vocational Training / Apprenticeship",5,"Remain","Free trade within Europe","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",7,179,30,"Against","PRO",1,0,1,0,0,1,1
52,1651572357839,"03/05/2022 10:05:57",6396668,4,50,"Strongly Agree","statements",25,"Once or twice a year","A few times a year",56,"Female","Undergraduate degree (BSc, BA)",5,"Remain","all the issues that we would have by leaving like import and export issues ","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,149,30,"Against","PRO",1,0,1,0,0,1,1
55,1651572365290,"03/05/2022 10:06:05",6396668,4,53,"Strongly Agree","statements",30,"Rarely","Rarely",57,"Female","Vocational Training / Apprenticeship",4,"Remain","Don't change to what you don't know.","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",7,178,30,"Against","PRO",1,0,1,0,0,1,1
56,1651572376575,"03/05/2022 10:06:16",6396668,4,54,"Agree","statements",23,"Rarely","Never",50,"Female","Undergraduate degree (BSc, BA)",6,"Remain","To attract workers from the EU to fill vacancies that are hard to recruit for","Neither Agree nor Disagree",NA,"Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",6,138,30,"Against","PRO",1,0,1,0,0,1,1
58,1651572380793,"03/05/2022 10:06:20",6396668,4,56,"Strongly Agree","statements",29,"A few times a year","A few times a year",39,"Male","A levels",5,"Remain","Security of the block","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,173,30,"Against","PRO",1,0,1,0,0,1,1
59,1651572382050,"03/05/2022 10:06:22",6396668,4,57,"Strongly Agree","statements",28,"Rarely","Rarely",48,"Female","A levels",4,"Remain","To have allies on our side","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,166,30,"Against","PRO",1,0,1,0,0,1,1
60,1651572388089,"03/05/2022 10:06:28",6396668,4,58,"Strongly Agree","statements",25,"Once or twice a year","A few times a year",56,"Female","Undergraduate degree (BSc, BA)",6,"Remain","there are lots of good acts and safety issues that have come from Europe which has helped people here in the UK","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,150,30,"Against","PRO",1,0,1,0,0,1,1
63,1651572394618,"03/05/2022 10:06:34",6396668,4,61,"Strongly Agree","statements",22,"Most months","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","to benefit from trade without borders","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Anti",7,131,30,"Against","PRO",1,0,1,0,0,1,1
4,1651570308690,"03/05/2022 09:31:48",6396290,4,2,"Somewhat Agree","statements",36,"Rarely","A few times a year",57,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Filling jobs that the local people cannot/or don/t want to take","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Anti",5,215,31,"Against","PRO",1,0,1,0,0,0,1
5,1651570313897,"03/05/2022 09:31:53",6396290,4,3,"Somewhat Agree","statements",32,"Rarely","A few times a year",39,"Female","Vocational Training / Apprenticeship,A levels",5,"Remain","Fear of the unknown of being an independent country and outside of the eu","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Anti",5,191,31,"Against","PRO",1,0,1,0,0,0,1
10,1651570358278,"03/05/2022 09:32:38",6396290,4,8,"Somewhat Agree","statements",37,"Never","Rarely",32,"Female","Undergraduate degree (BSc, BA)",6,"Remain","The Eu was made for a reason ","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",5,222,31,"Against","PRO",1,0,1,0,0,0,1
11,1651570361551,"03/05/2022 09:32:41",6396290,4,9,"Somewhat Agree","statements",32,"Rarely","A few times a year",39,"Female","Vocational Training / Apprenticeship,A levels",4,"Remain","To continue free travel and living around the European countries. ","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Anti",5,190,31,"Against","PRO",1,0,1,0,0,0,1
12,1651570363793,"03/05/2022 09:32:43",6396290,4,10,"Somewhat Agree","statements",38,"Rarely","Rarely",57,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Freedom and ease of movement for work, leisure & residential","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",5,228,31,"Against","PRO",1,0,1,0,0,0,1
15,1651570371810,"03/05/2022 09:32:51",6396290,4,13,"Somewhat Agree","statements",39,"Rarely","Rarely",46,"Female","Undergraduate degree (BSc, BA)",6,"Remain","Cheaper imports and exports. ","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Anti",5,234,31,"Against","PRO",1,0,1,0,0,0,1
16,1651570400421,"03/05/2022 09:33:20",6396290,4,14,"Neither Agree nor Disagree","statements",35,"Rarely","Rarely",70,"Female","GCSEs",6,"Remain","People were worried about our economic future","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Anti",4,210,31,"Against","PRO",1,0,1,0,0,0,0
18,1651570406075,"03/05/2022 09:33:26",6396290,4,16,"Somewhat Agree","statements",38,"Rarely","Rarely",57,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Economic and political stability by joint membership","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",5,226,31,"Against","PRO",1,0,1,0,0,0,1
20,1651570412912,"03/05/2022 09:33:32",6396290,4,18,"Somewhat Agree","statements",40,"Rarely","Rarely",75,"Female","Vocational Training / Apprenticeship",5,"Remain","To have the support of the other countries","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Anti",5,239,31,"Against","PRO",1,0,1,0,0,0,1
21,1651570415341,"03/05/2022 09:33:35",6396290,4,19,"Somewhat Agree","statements",33,"Most months","Once or twice a year",46,"Female","GCSEs",4,"Remain","Better we prices when dealing with the EU on products","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",5,196,31,"Against","PRO",1,0,1,0,0,0,1
23,1651570452304,"03/05/2022 09:34:12",6396290,4,21,"Disagree","statements",31,"Rarely","A few times a year",62,"Female","Vocational Training / Apprenticeship",5,"Remain","Better employment laws","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Anti",2,185,31,"Against","PRO",1,0,1,0,0,0,0
24,1651570453639,"03/05/2022 09:34:13",6396290,4,22,"Somewhat Agree","statements",37,"Never","Rarely",32,"Female","Undergraduate degree (BSc, BA)",5,"Remain","We need the support of europe","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",5,221,31,"Against","PRO",1,0,1,0,0,0,1
29,1651570465950,"03/05/2022 09:34:25",6396290,4,27,"Somewhat Agree","statements",31,"Rarely","A few times a year",62,"Female","Vocational Training / Apprenticeship",6,"Remain","Easier transportation of goods to and from Europe","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Anti",5,186,31,"Against","PRO",1,0,1,0,0,0,1
32,1651570473061,"03/05/2022 09:34:33",6396290,4,30,"Somewhat Agree","statements",35,"Rarely","Rarely",70,"Female","GCSEs",4,"Remain","People were afraid that without Europe's help we would flounder","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Anti",5,208,31,"Against","PRO",1,0,1,0,0,0,1
33,1651570475875,"03/05/2022 09:34:35",6396290,4,31,"Neither Agree nor Disagree","statements",39,"Rarely","Rarely",46,"Female","Undergraduate degree (BSc, BA)",5,"Remain","Immigrants filling lower paid job vacancies.","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Anti",4,233,31,"Against","PRO",1,0,1,0,0,0,0
35,1651570480928,"03/05/2022 09:34:40",6396290,4,33,"Neither Agree nor Disagree","statements",40,"Rarely","Rarely",75,"Female","Vocational Training / Apprenticeship",6,"Remain","I just feel its the right thing to do","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Anti",4,240,31,"Against","PRO",1,0,1,0,0,0,0
36,1651570486711,"03/05/2022 09:34:46",6396290,4,34,"Somewhat Agree","statements",38,"Rarely","Rarely",57,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Ease and low cost of trading between countries","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",5,227,31,"Against","PRO",1,0,1,0,0,0,1
40,1651570500856,"03/05/2022 09:35:00",6396290,4,38,"Somewhat Agree","statements",40,"Rarely","Rarely",75,"Female","Vocational Training / Apprenticeship",4,"Remain","To be part of the bigger picture.","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Anti",5,238,31,"Against","PRO",1,0,1,0,0,0,1
41,1651570502270,"03/05/2022 09:35:02",6396290,4,39,"Somewhat Agree","statements",33,"Most months","Once or twice a year",46,"Female","GCSEs",5,"Remain","Holidaying would be easier in those countries","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",5,197,31,"Against","PRO",1,0,1,0,0,0,1
43,1651570507775,"03/05/2022 09:35:07",6396290,4,41,"Disagree","statements",34,"Rarely","Rarely",64,"Female","GCSEs",5,"Remain","I can't travel to France without a passport now.  Before Brexit travel was more accessible.","Neither Agree nor Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",2,203,31,"Against","PRO",1,0,1,0,0,0,0
45,1651570514073,"03/05/2022 09:35:14",6396290,4,43,"Somewhat Agree","statements",35,"Rarely","Rarely",70,"Female","GCSEs",5,"Remain","If we stay as we are will will be safe","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Anti",5,209,31,"Against","PRO",1,0,1,0,0,0,1
46,1651570515846,"03/05/2022 09:35:15",6396290,4,44,"Somewhat Agree","statements",39,"Rarely","Rarely",46,"Female","Undergraduate degree (BSc, BA)",4,"Remain","Freedom of movement. ","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Anti",5,232,31,"Against","PRO",1,0,1,0,0,0,1
48,1651570522141,"03/05/2022 09:35:22",6396290,4,46,"Neither Agree nor Disagree","statements",36,"Rarely","A few times a year",57,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","EU integration as opposing to US","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Anti",4,214,31,"Against","PRO",1,0,1,0,0,0,0
51,1651570529101,"03/05/2022 09:35:29",6396290,4,49,"Somewhat Agree","statements",32,"Rarely","A few times a year",39,"Female","Vocational Training / Apprenticeship,A levels",6,"Remain","I like being a part of the European Union and identify as European myself  ","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Anti",5,192,31,"Against","PRO",1,0,1,0,0,0,1
54,1651570537866,"03/05/2022 09:35:37",6396290,4,52,"Somewhat Agree","statements",37,"Never","Rarely",32,"Female","Undergraduate degree (BSc, BA)",4,"Remain","British are lazy so we need foreign workers to keep our economy going","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",5,220,31,"Against","PRO",1,0,1,0,0,0,1
56,1651570546550,"03/05/2022 09:35:46",6396290,4,54,"Somewhat Agree","statements",34,"Rarely","Rarely",64,"Female","GCSEs",4,"Remain","We would have had a better chance of stopping climate change if we had stayed in the EU and all worked together on this.","Neither Agree nor Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",5,202,31,"Against","PRO",1,0,1,0,0,0,1
58,1651570553319,"03/05/2022 09:35:53",6396290,4,56,"Agree","statements",34,"Rarely","Rarely",64,"Female","GCSEs",6,"Remain","Before Brexit we had free trade.  That's ended now and the cost of everything has rocketed sky high.","Neither Agree nor Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",6,204,31,"Against","PRO",1,0,1,0,0,1,1
62,1651570563533,"03/05/2022 09:36:03",6396290,4,60,"Agree","statements",31,"Rarely","A few times a year",62,"Female","Vocational Training / Apprenticeship",4,"Remain","Better connection to Europe","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Anti",6,184,31,"Against","PRO",1,0,1,0,0,1,1
63,1651570565437,"03/05/2022 09:36:05",6396290,4,61,"Agree","statements",33,"Most months","Once or twice a year",46,"Female","GCSEs",6,"Remain","Everything would be cheaper for us as part of the EU","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",6,198,31,"Against","PRO",1,0,1,0,0,1,1
64,1651570567280,"03/05/2022 09:36:07",6396290,4,62,"Neither Agree nor Disagree","statements",36,"Rarely","A few times a year",57,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","EU legislation and security","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Anti",4,216,31,"Against","PRO",1,0,1,0,0,0,0
3,1651570386874,"03/05/2022 09:33:06",6396298,4,1,"Agree","statements",34,"Rarely","Rarely",64,"Female","GCSEs",6,"Remain","Before Brexit we had free trade.  That's ended now and the cost of everything has rocketed sky high.","Neither Agree nor Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",6,204,32,"Against","PRO",1,0,1,0,0,1,1
5,1651570396626,"03/05/2022 09:33:16",6396298,4,3,"Strongly Disagree","statements",31,"Rarely","A few times a year",62,"Female","Vocational Training / Apprenticeship",4,"Remain","Better connection to Europe","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Anti",1,184,32,"Against","PRO",1,0,1,0,0,0,0
7,1651570412067,"03/05/2022 09:33:32",6396298,4,5,"Agree","statements",32,"Rarely","A few times a year",39,"Female","Vocational Training / Apprenticeship,A levels",4,"Remain","To continue free travel and living around the European countries. ","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Anti",6,190,32,"Against","PRO",1,0,1,0,0,1,1
