"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","stanely_L","stanley_R","intellectual_R_1","intellectual_R_2","intellectual_R_3","intellectual_L_1","intellectual_L_2","intellectual_L_3","morality_R_1","morality_R_2","morality_R_3","morality_L_1","morality_L_2","morality_L_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers"
54,1651664371258,"04/05/2022 11:39:31",6404892,4,52,"Somewhat Agree","statements",84,"Once or twice a year","Most months",49,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Not having to follow eu rules that often benefited other countries","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,500,183,"For","PRO",0,0,0,1,0
56,1651664375625,"04/05/2022 11:39:35",6404892,4,54,"Somewhat Agree","statements",90,"Rarely","Rarely",42,"Female","A levels",3,"Leave","What to be in control in our own country ","Somewhat Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,537,183,"For","PRO",0,0,0,1,0
57,1651664378003,"04/05/2022 11:39:38",6404892,4,55,"Somewhat Agree","statements",90,"Rarely","Rarely",42,"Female","A levels",1,"Leave","Fed up of us as a country being told what we can and cannot do ","Somewhat Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,535,183,"For","PRO",0,0,0,1,0
60,1651664389316,"04/05/2022 11:39:49",6404892,4,58,"Somewhat Agree","statements",82,"Rarely","Once or twice a year",34,"Female","GCSEs",3,"Leave","We would be better off out of it","Somewhat Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Pro",5,489,183,"For","PRO",0,0,0,1,0
62,1651664397595,"04/05/2022 11:39:57",6404892,4,60,"Somewhat Agree","statements",86,"Rarely","A few times a year",61,"Female","Undergraduate degree (BSc, BA)",2,"Leave","I want us to rise or fall by our own decisions/laws.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,512,183,"For","PRO",0,0,0,1,0
63,1651664399056,"04/05/2022 11:39:59",6404892,4,61,"Somewhat Agree","statements",85,"Rarely","Rarely",39,"Male","Vocational Training / Apprenticeship",3,"Leave","Take back our country's freedom. ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,507,183,"For","PRO",0,0,0,1,0
64,1651664405333,"04/05/2022 11:40:05",6404892,4,62,"Somewhat Agree","statements",81,"Most months","A few times a year",46,"Female","Undergraduate degree (BSc, BA)",1,"Leave","economy that we will be come a stronger nation by leaving ","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,481,183,"For","PRO",0,0,0,1,0
4,1651664085858,"04/05/2022 11:34:45",6404900,4,2,"Somewhat Agree","statements",90,"Rarely","Rarely",42,"Female","A levels",1,"Leave","Fed up of us as a country being told what we can and cannot do ","Somewhat Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,535,184,"For","PRO",0,0,0,1,0
8,1651664099553,"04/05/2022 11:34:59",6404900,4,6,"Somewhat Agree","statements",88,"Rarely","Rarely",34,"Female","Undergraduate degree (BSc, BA)",3,"Leave","A long time coming for UK to enable their own path","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Pro",5,525,184,"For","PRO",0,0,0,1,0
9,1651664100726,"04/05/2022 11:35:00",6404900,4,7,"Somewhat Agree","statements",88,"Rarely","Rarely",34,"Female","Undergraduate degree (BSc, BA)",1,"Leave","Better for the UK in the long run","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Pro",5,523,184,"For","PRO",0,0,0,1,0
10,1651664101866,"04/05/2022 11:35:01",6404900,4,8,"Somewhat Agree","statements",90,"Rarely","Rarely",42,"Female","A levels",3,"Leave","What to be in control in our own country ","Somewhat Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,537,184,"For","PRO",0,0,0,1,0
13,1651664116090,"04/05/2022 11:35:16",6404900,4,11,"Somewhat Agree","statements",86,"Rarely","A few times a year",61,"Female","Undergraduate degree (BSc, BA)",3,"Leave","I have concerns about the rise of fascism in some European countries and how they could ultimately influence the EU.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,513,184,"For","PRO",0,0,0,1,0
16,1651664123055,"04/05/2022 11:35:23",6404900,4,14,"Somewhat Agree","statements",84,"Once or twice a year","Most months",49,"Female","Undergraduate degree (BSc, BA)",1,"Leave","Control of own borders","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,499,184,"For","PRO",0,0,0,1,0
18,1651664133083,"04/05/2022 11:35:33",6404900,4,16,"Neither Agree nor Disagree","statements",89,"Rarely","A few times a year",41,"Female","GCSEs",3,"Leave","The U.K economy, I believe the European Union is taking money from The United Kingdom, I think thats what some papers were saying ","Somewhat Agree",NA,"Disagree","Neither Agree nor Disagree","Disagree",NA,NA,NA,"Somewhat Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",4,531,184,"For","PRO",0,0,0,1,0
19,1651664135848,"04/05/2022 11:35:35",6404900,4,17,"Neither Agree nor Disagree","statements",83,"Never","Never",37,"Female","Undergraduate degree (BSc, BA)",2,"Leave","We would have more freedom to trade","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",4,494,184,"For","PRO",0,0,0,1,0
20,1651664138179,"04/05/2022 11:35:38",6404900,4,18,"Neither Agree nor Disagree","statements",82,"Rarely","Once or twice a year",34,"Female","GCSEs",2,"Leave","Stopping immigrants being in the country","Somewhat Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Pro",4,488,184,"For","PRO",0,0,0,1,0
21,1651664142230,"04/05/2022 11:35:42",6404900,4,19,"Somewhat Agree","statements",89,"Rarely","A few times a year",41,"Female","GCSEs",2,"Leave","the European Union is trying to help immigrants to enter United Kingdom which is already very over crowded ","Somewhat Agree",NA,"Disagree","Neither Agree nor Disagree","Disagree",NA,NA,NA,"Somewhat Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",5,530,184,"For","PRO",0,0,0,1,0
23,1651664146716,"04/05/2022 11:35:46",6404900,4,21,"Neither Agree nor Disagree","statements",82,"Rarely","Once or twice a year",34,"Female","GCSEs",3,"Leave","We would be better off out of it","Somewhat Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Pro",4,489,184,"For","PRO",0,0,0,1,0
24,1651664148136,"04/05/2022 11:35:48",6404900,4,22,"Somewhat Agree","statements",85,"Rarely","Rarely",39,"Male","Vocational Training / Apprenticeship",3,"Leave","Take back our country's freedom. ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,507,184,"For","PRO",0,0,0,1,0
28,1651664159526,"04/05/2022 11:35:59",6404900,4,26,"Somewhat Agree","statements",83,"Never","Never",37,"Female","Undergraduate degree (BSc, BA)",1,"Leave","Promised more money for NHS","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,493,184,"For","PRO",0,0,0,1,0
29,1651664161549,"04/05/2022 11:36:01",6404900,4,27,"Somewhat Agree","statements",88,"Rarely","Rarely",34,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Make financial situation in UK better","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Pro",5,524,184,"For","PRO",0,0,0,1,0
31,1651664167488,"04/05/2022 11:36:07",6404900,4,29,"Somewhat Agree","statements",82,"Rarely","Once or twice a year",34,"Female","GCSEs",1,"Leave","Being independent as a country","Somewhat Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Pro",5,487,184,"For","PRO",0,0,0,1,0
32,1651664169254,"04/05/2022 11:36:09",6404900,4,30,"Agree","statements",87,"Never","Rarely",27,"Female","A levels",3,"Leave","To come out of the EU agreement ","Somewhat Agree",NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,519,184,"For","PRO",0,0,0,1,0
38,1651664185899,"04/05/2022 11:36:25",6404900,4,36,"Neither Agree nor Disagree","statements",81,"Most months","A few times a year",46,"Female","Undergraduate degree (BSc, BA)",3,"Leave","cost of living, should reduce the cost of living ","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",4,483,184,"For","PRO",0,0,0,1,0
41,1651664192297,"04/05/2022 11:36:32",6404900,4,39,"Somewhat Agree","statements",86,"Rarely","A few times a year",61,"Female","Undergraduate degree (BSc, BA)",2,"Leave","I want us to rise or fall by our own decisions/laws.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,512,184,"For","PRO",0,0,0,1,0
43,1651664202613,"04/05/2022 11:36:42",6404900,4,41,"Neither Agree nor Disagree","statements",81,"Most months","A few times a year",46,"Female","Undergraduate degree (BSc, BA)",2,"Leave","immigration, reducing the need for immagration ","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",4,482,184,"For","PRO",0,0,0,1,0
47,1651664211464,"04/05/2022 11:36:51",6404900,4,45,"Somewhat Agree","statements",85,"Rarely","Rarely",39,"Male","Vocational Training / Apprenticeship",1,"Leave","Set our own rules/policyâs.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,505,184,"For","PRO",0,0,0,1,0
48,1651664213855,"04/05/2022 11:36:53",6404900,4,46,"Somewhat Agree","statements",89,"Rarely","A few times a year",41,"Female","GCSEs",1,"Leave","Taking back control of the United Kingdoms borders, as leaving offered the best chances at regaining control","Somewhat Agree",NA,"Disagree","Neither Agree nor Disagree","Disagree",NA,NA,NA,"Somewhat Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",5,529,184,"For","PRO",0,0,0,1,0
51,1651664225065,"04/05/2022 11:37:05",6404900,4,49,"Somewhat Agree","statements",86,"Rarely","A few times a year",61,"Female","Undergraduate degree (BSc, BA)",1,"Leave","I donât the idea of an exclusive club that excludes countries/peoples.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,511,184,"For","PRO",0,0,0,1,0
52,1651664228488,"04/05/2022 11:37:08",6404900,4,50,"Somewhat Agree","statements",83,"Never","Never",37,"Female","Undergraduate degree (BSc, BA)",3,"Leave","We would be more self sufficient with stocking our own meat and crops","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,495,184,"For","PRO",0,0,0,1,0
53,1651664230506,"04/05/2022 11:37:10",6404900,4,51,"Somewhat Agree","statements",85,"Rarely","Rarely",39,"Male","Vocational Training / Apprenticeship",2,"Leave","Potentially control our boarders/immigration.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,506,184,"For","PRO",0,0,0,1,0
56,1651664236322,"04/05/2022 11:37:16",6404900,4,54,"Somewhat Agree","statements",87,"Never","Rarely",27,"Female","A levels",1,"Leave","More control over our country  ","Somewhat Agree",NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,517,184,"For","PRO",0,0,0,1,0
58,1651664240906,"04/05/2022 11:37:20",6404900,4,56,"Neither Agree nor Disagree","statements",90,"Rarely","Rarely",42,"Female","A levels",2,"Leave","Immigration being an issue","Somewhat Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Pro",4,536,184,"For","PRO",0,0,0,1,0
59,1651664242924,"04/05/2022 11:37:22",6404900,4,57,"Somewhat Agree","statements",81,"Most months","A few times a year",46,"Female","Undergraduate degree (BSc, BA)",1,"Leave","economy that we will be come a stronger nation by leaving ","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,481,184,"For","PRO",0,0,0,1,0
60,1651664244280,"04/05/2022 11:37:24",6404900,4,58,"Somewhat Agree","statements",87,"Never","Rarely",27,"Female","A levels",2,"Leave","So we can have independence ","Somewhat Agree",NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,518,184,"For","PRO",0,0,0,1,0
61,1651664247193,"04/05/2022 11:37:27",6404900,4,59,"Somewhat Agree","statements",84,"Once or twice a year","Most months",49,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Not having to follow eu rules that often benefited other countries","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,500,184,"For","PRO",0,0,0,1,0
62,1651664249411,"04/05/2022 11:37:29",6404900,4,60,"Neither Agree nor Disagree","statements",84,"Once or twice a year","Most months",49,"Female","Undergraduate degree (BSc, BA)",3,"Leave","More and more bureaucracy in Brussels","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",4,501,184,"For","PRO",0,0,0,1,0
6,1651664255419,"04/05/2022 11:37:35",6404933,4,4,"Somewhat Agree","statements",81,"Most months","A few times a year",46,"Female","Undergraduate degree (BSc, BA)",2,"Leave","immigration, reducing the need for immagration ","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,482,185,"For","PRO",0,0,0,1,0
7,1651664268860,"04/05/2022 11:37:48",6404933,4,5,"Agree","statements",89,"Rarely","A few times a year",41,"Female","GCSEs",1,"Leave","Taking back control of the United Kingdoms borders, as leaving offered the best chances at regaining control","Somewhat Agree",NA,"Disagree","Neither Agree nor Disagree","Disagree",NA,NA,NA,"Somewhat Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,529,185,"For","PRO",0,0,0,1,0
10,1651664282488,"04/05/2022 11:38:02",6404933,4,8,"Somewhat Agree","statements",83,"Never","Never",37,"Female","Undergraduate degree (BSc, BA)",1,"Leave","Promised more money for NHS","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,493,185,"For","PRO",0,0,0,1,0
12,1651664289271,"04/05/2022 11:38:09",6404933,4,10,"Somewhat Agree","statements",88,"Rarely","Rarely",34,"Female","Undergraduate degree (BSc, BA)",3,"Leave","A long time coming for UK to enable their own path","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Pro",5,525,185,"For","PRO",0,0,0,1,0
13,1651664291132,"04/05/2022 11:38:11",6404933,4,11,"Somewhat Agree","statements",88,"Rarely","Rarely",34,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Make financial situation in UK better","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Pro",5,524,185,"For","PRO",0,0,0,1,0
14,1651664293347,"04/05/2022 11:38:13",6404933,4,12,"Somewhat Agree","statements",90,"Rarely","Rarely",42,"Female","A levels",1,"Leave","Fed up of us as a country being told what we can and cannot do ","Somewhat Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,535,185,"For","PRO",0,0,0,1,0
16,1651664297169,"04/05/2022 11:38:17",6404933,4,14,"Somewhat Agree","statements",87,"Never","Rarely",27,"Female","A levels",3,"Leave","To come out of the EU agreement ","Somewhat Agree",NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,519,185,"For","PRO",0,0,0,1,0
17,1651664300343,"04/05/2022 11:38:20",6404933,4,15,"Somewhat Agree","statements",89,"Rarely","A few times a year",41,"Female","GCSEs",2,"Leave","the European Union is trying to help immigrants to enter United Kingdom which is already very over crowded ","Somewhat Agree",NA,"Disagree","Neither Agree nor Disagree","Disagree",NA,NA,NA,"Somewhat Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",5,530,185,"For","PRO",0,0,0,1,0
18,1651664303751,"04/05/2022 11:38:23",6404933,4,16,"Neither Agree nor Disagree","statements",81,"Most months","A few times a year",46,"Female","Undergraduate degree (BSc, BA)",3,"Leave","cost of living, should reduce the cost of living ","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",4,483,185,"For","PRO",0,0,0,1,0
20,1651664307643,"04/05/2022 11:38:27",6404933,4,18,"Somewhat Agree","statements",82,"Rarely","Once or twice a year",34,"Female","GCSEs",2,"Leave","Stopping immigrants being in the country","Somewhat Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Pro",5,488,185,"For","PRO",0,0,0,1,0
21,1651664309177,"04/05/2022 11:38:29",6404933,4,19,"Somewhat Agree","statements",85,"Rarely","Rarely",39,"Male","Vocational Training / Apprenticeship",3,"Leave","Take back our country's freedom. ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,507,185,"For","PRO",0,0,0,1,0
23,1651664314880,"04/05/2022 11:38:34",6404933,4,21,"Somewhat Agree","statements",83,"Never","Never",37,"Female","Undergraduate degree (BSc, BA)",3,"Leave","We would be more self sufficient with stocking our own meat and crops","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,495,185,"For","PRO",0,0,0,1,0
25,1651664317360,"04/05/2022 11:38:37",6404933,4,23,"Somewhat Agree","statements",85,"Rarely","Rarely",39,"Male","Vocational Training / Apprenticeship",1,"Leave","Set our own rules/policyâs.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,505,185,"For","PRO",0,0,0,1,0
